Code,Location Name,Type,Nation,Province,LATLONG,Latitude,N/S,Longitude,E/W,UTM,MGRS,National Reference,Air,Sea,Road,IWW,Rail,Pipe,HNS,NSIP,POD,GLN,National ID,APP6-B Symbol,APP6-C Symbol,Classification,Releasability,Remarks,Last Change By,Last Change,Throughput,Storage Areas
AA9407,Smelyne RDBCP,Road Border Crossing Point,LTU: Lithuania,,554441N0261823E,55.74472427,N,26.30638885,E,35U 456456 6177886,35U MB 56457 77886,LTU,No,No,Yes,No,No,No,No,No,No,,,,,,,LTU - LVA Internal EU Border,CENTRALLY MANAGED,43718.74056,,
AA9408,Tverecius RDBCP,Road Border Crossing Point,LTU: Lithuania,,551823N0264956E,55.30638885,N,26.83222389,E,35U 489349 6128899,35U MB 89349 28900,LTU,No,No,Yes,No,No,No,No,No,No,,,,,,,"LTU- Belarus
Local Border Traffic",CENTRALLY MANAGED,43718.74056,,
AA9409,Adutiskis RDBCP,Road Border Crossing Point,LTU: Lithuania,,550927N0263515E,55.15750122,N,26.58750153,E,35U 473716 6112395,35U MB 73717 12396,LTU,No,No,Yes,No,No,No,No,No,No,,,,,,,"LTU - Belarus 
Local Border Traffic",CENTRALLY MANAGED,43718.74056,,
AA9410,Papelekis RDBCP,Road Border Crossing Point,LTU: Lithuania,,550513N0261552E,55.08694458,N,26.26444435,E,35U 453049 6104713,35U MB 53050 04714,LTU,No,No,Yes,No,No,No,No,No,No,,,,,,,LTU - Belarus Local Border Traffic,CENTRALLY MANAGED,43718.74056,,
AA9411,Prienai RDBCP,Road Border Crossing Point,LTU: Lithuania,,545433N0255100E,54.90916824,N,25.85000229,E,35U 426271 6085289,35U MA 26272 85289,LTU,No,No,Yes,No,No,No,No,No,No,,,,,,,"LTU - Belarus
Internal EU Border",CENTRALLY MANAGED,43718.74056,,
AA9412,Lavoriskes RDBCP,Road Border Crossing Point,LTU: Lithuania,,544321N0254516E,54.72249985,N,25.75444603,E,35U 419776 6064624,35U MA 19777 64624,LTU,No,No,Yes,No,No,No,No,No,No,,,,,,,"LTU - Belarus
International EUExternal Border",CENTRALLY MANAGED,43718.74056,,
AA9413,Sumskas RDBCP,Road Border Crossing Point,LTU: Lithuania,,543552N0254506E,54.59777832,N,25.75166893,E,35U 419351 6050750,35U MA 19351 50750,LTU,No,No,Yes,No,No,No,No,No,No,,,,,,,"LTU - Belarus 
Local Border Traffic",CENTRALLY MANAGED,43718.74056,,
AA9414,Medininkai RDBCP,Road Border Crossing Point,LTU: Lithuania,,543214N0254055E,54.53722382,N,25.6819458,E,35U 414720 6044094,35U MA 14721 44095,LTU,No,No,Yes,No,No,No,No,No,No,,,,,,,"LTU - Belarus 
International EU External Border",CENTRALLY MANAGED,43718.74056,,
AA9415,Ureliai RDBCP,Road Border Crossing Point,LTU: Lithuania,,541641N0254337E,54.2780571,N,25.72694588,E,35U 417111 6015206,35U MA 17111 15207,LTU,No,No,Yes,No,No,No,No,No,No,,,,,,,LTU - Belarus Local Border Traffic,CENTRALLY MANAGED,43718.74056,,
AA9416,Norveliskes RDBCP,Road Border Crossing Point,LTU: Lithuania,,540951N0254240E,54.1641655,N,25.71111298,E,35U 415848 6002554,35U MA 15849 02555,LTU,No,No,Yes,No,No,No,No,No,No,,,,,,,LTU - Belarus Local Border Traffic,CENTRALLY MANAGED,43718.74056,,
AA9417,Krakunai RDBCP,Road Border Crossing Point,LTU: Lithuania,,541203N0253445E,54.20083237,N,25.57916832,E,35U 407316 6006798,35U MA 07317 06799,LTu,No,No,Yes,No,No,No,No,No,No,,,,,,,"LTU - Belarjus
Local Border Traffic",CENTRALLY MANAGED,43718.74056,,
AA9418,Salcininkai RDBCP,Road Border Crossing Point,LTU: Lithuania,,541708N0252245E,54.28555679,N,25.37916756,E,35U 394488 6016505,35U LA 94488 16505,LTU,No,No,Yes,No,No,No,No,No,No,,,,,,,"LTU - Belarus
International EU External Border",CENTRALLY MANAGED,43718.74056,,
AA9419,Eisiskes RDBCP,Road Border Crossing Point,LTU: Lithuania,,540900N0250128E,54.15000153,N,25.02444458,E,35U 370977 6002014,35U LA 70977 02014,LTU,No,No,Yes,No,No,No,No,No,No,,,,,,,"LTU - Belarus
Internal EU Border",CENTRALLY MANAGED,43718.74056,,
AA9420,Rakai RDBCP,Road Border Crossing Point,LTU: Lithuania,,540126N0244938E,54.02388763,N,24.82722473,E,35U 357667 5988364,35U LV 57668 88364,LTU,No,No,Yes,No,No,No,No,No,No,,,,,,,"LTU - Belarus
Local Border Traffic",CENTRALLY MANAGED,43718.74056,,
AA9421,Latezeris RDBCP,Road Border Crossing Point,LTU: Lithuania,,535503N0241800E,53.91750336,N,24.30000114,E,35U 322686 5977720,35U LV 22687 77720,LTU,No,No,Yes,No,No,No,No,No,No,,,,,,,"LTU - Belarus
Local Border Traffic",CENTRALLY MANAGED,43718.74056,,
AA9422,Raidardas RBCP,Road Border Crossing Point,LTU: Lithuania,,535651N0235852E,53.94750214,N,23.98111343,E,34U 695629 5981796,34U FE 95629 81797,LTU,No,No,Yes,No,No,No,No,No,No,,,,,,,"LTU - Belarus
International EU External Border",CENTRALLY MANAGED,43718.74056,,
AA9423,Lazdijai RDBCP,Road Border Crossing Point,LTU: Lithuania,,541332N0232206E,54.22555542,N,23.36833382,E,34U 654388 6011207,34U FF 54389 11207,LTU,No,No,Yes,No,No,No,No,No,No,,,,,,,Internal EU Border LTU - POL,CENTRALLY MANAGED,43718.74056,,
AA9424,Kalvarija RDBCP,Road Border Crossing Point,LTU: Lithuania,,541835N0230732E,54.3097229,N,23.12555504,E,34U 638282 6020066,34U FF 38283 20066,LTU,No,No,Yes,No,No,No,No,No,No,,,,,,,Internal EU Border LTU - POL,CENTRALLY MANAGED,43718.74056,,
AA9425,Kybartai RDBCP,Road Border Crossing Point,LTU: Lithuania,,543830N0224458E,54.64166641,N,22.74944687,E,34U 612898 6056323,34U FF 12899 56324,LTU,No,No,Yes,No,No,No,No,No,No,,,,,,,"LTU - Russia (Kaliningrad district)
International EU External Border",CENTRALLY MANAGED,43718.74056,,
AA9426,Ramoniskiai RDBCP,Road Border Crossing Point,LTU: Lithuania,,545721N0224437E,54.95583344,N,22.74361229,E,34U 611652 6091267,34U FF 11653 91268,LTU,No,No,Yes,No,No,No,No,No,No,,,,,,,,CENTRALLY MANAGED,43718.74056,,
AA9427,Panemune RDBCP,Road Border Crossing Point,LTU: Lithuania,,550527N0215459E,55.09083176,N,21.91639137,E,34U 558486 6105282,34U EG 58487 05283,LTU,No,No,Yes,No,No,No,No,No,No,,,,,,,"LTU - Russia (kaliningrad district)
International EU External Border",CENTRALLY MANAGED,43718.74056,,
AA9428,Nida RDBCP,Road Border Crossing Point,LTU: Lithuania,,551852N0205923E,55.3144455,N,20.98972511,E,34U 499347 6129783,34U DG 99348 29783,LTU,No,No,Yes,No,No,No,No,No,No,,,,,,,"LTU - Russia (Kaliningrad district)
International EU External Border",CENTRALLY MANAGED,43718.74056,,
AA9429,Mazeikiai rail station,Rail Border Crossing Point,LTU: Lithuania,N/A,561901N0222016E,56.31694412,N,22.33777809,E,34V 582747 6242159,34V EH 82747 42159,LTU,No,No,No,No,Yes,No,No,No,No,,,,,,,,CENTRALLY MANAGED,43718.74056,Rail: 30 Assets in / day,
AA9430,Rail border crossing point,Rail Border Crossing Point,LTU: Lithuania,,562142N0233953E,56.36166763,N,23.66472435,E,34V 664614 6249521,34V FH 64615 49521,LTU,No,No,No,No,Yes,No,No,No,No,,,,,,,,CENTRALLY MANAGED,43718.74056,,
AA9431,Rokiskis rail station,Rail Border Crossing Point,LTU: Lithuania,,555700N0253828E,55.95000076,N,25.64111328,E,35U 415142 6201348,35U MC 15143 01349,LTU,No,No,No,No,Yes,No,No,No,No,,,,,,,,CENTRALLY MANAGED,43718.74056,Rail: 40 Assets in / day,
AA9432,Turmantas rail station,Rail Border Crossing Point,LTU: Lithuania,,554158N0262755E,55.69944763,N,26.46527863,E,35U 466392 6172758,35U MB 66392 72759,LTU,No,No,No,No,Yes,No,No,No,No,,,,,,,,CENTRALLY MANAGED,43718.74056,Rail: 10 Assets in / day,Turmantas Railway Station usage: Normal storage type: Open
AA9433,Kena rail station,Rail Border Crossing Point,LTU: Lithuania,,543904N0253816E,54.6511116,N,25.63777924,E,35U 412108 6056820,35U MA 12109 56821,LTU,No,No,No,No,Yes,No,No,No,No,,,,,,,,CENTRALLY MANAGED,43718.74056,,1 usage: Normal storage type: Open
AA9434,Rail border crossing point Stasylos,Rail Border Crossing Point,LTU: Lithuania,,541644N0252111E,54.2788887,N,25.35305595,E,35U 392771 6015803,35U LA 92771 15803,LTU,No,No,No,No,Yes,No,No,No,No,,,,,,,Rail BCP ,CENTRALLY MANAGED,43718.74056,,
AA9435,Mockava rail station,Rail Border Crossing Point,LTU: Lithuania,,541938N0231742E,54.32722473,N,23.29500008,E,34U 649241 6022358,34U FF 49241 22358,LTU,No,No,No,No,Yes,No,No,No,No,,,,,,,,CENTRALLY MANAGED,43718.74056,Rail: 30 Assets in / day,
AA9436,Rail border crossing point,Rail Border Crossing Point,LTU: Lithuania,,543834N0224501E,54.6427803,N,22.75027847,E,34U 612949 6056448,34U FF 12949 56448,LTU,No,No,No,No,Yes,No,No,No,No,,,,,,,,CENTRALLY MANAGED,43718.74056,,1 usage: Normal storage type: Covered
AA9437,Kybartai rail sattion,Rail Border Crossing Point,LTU: Lithuania,,543754N0224421E,54.63166809,N,22.73916817,E,34U 612263 6055194,34U FF 12263 55195,LTU,No,No,No,No,Yes,No,No,No,No,,,,,,,,CENTRALLY MANAGED,43718.74056,Rail: 20 Assets in / day,1 usage: Normal storage type: Covered
AA9438,Pagegiai rail station,Rail Border Crossing Point,LTU: Lithuania,,550817N0215436E,55.13805771,N,21.91000175,E,34U 558010 6110532,34U EG 58010 10532,LTU,No,No,No,No,Yes,No,No,No,No,,,,,,,,CENTRALLY MANAGED,43718.74056,Rail: 16 Assets in / day,
BS0011,BEREGSURANY RBCP,Road Border Crossing Point,HUN: Hungary,N/A,480954N0223422E,48.16500092,N,22.5727787,E,34U 616945 5335835,34U FU 16946 35836,,No,No,Yes,No,No,No,No,,No,,,SFGPI----------,,,,Created for exercise/planning purposes,jfcbs.ada@ais,45090.33346,,
CZ0097,BRECLAV RLBC,Rail Border Crossing Point,CZE: Czech Republic,,484245N0165206E,48.71250153,N,16.86833572,E,,,,No,No,Yes,No,Yes,No,Yes,No,No,,,,,NATO UNCLASSIFIED,PFP,,CENTRALLY MANAGED,44946.3459,,Stojanka usage: Parking type: Open
CZ0098,POMEZI nad OHRI RDBC,Road Border Crossing Point,CZE: Czech Republic,,500512N0121515E,50.08666611,N,12.25416756,E,,,,No,No,Yes,No,No,No,Yes,No,No,,,,,NATO UNCLASSIFIED,PFP,,CENTRALLY MANAGED,44946.3459,,
CZ0099,ROZVADOV RDBC,Road Border Crossing Point,CZE: Czech Republic,,493833N0123119E,49.64250183,N,12.52194595,E,,,,No,No,Yes,No,No,No,Yes,No,No,,,,,NATO UNCLASSIFIED,PFP,,CENTRALLY MANAGED,44946.34591,,
CZ0100,FOLMAVA RDBC,Road Border Crossing Point,CZE: Czech Republic,,492027N0125100E,49.34083557,N,12.85000134,E,,,,No,No,Yes,No,No,No,Yes,No,No,,,,,NATO UNCLASSIFIED,PFP,,CENTRALLY MANAGED,44946.34591,,CH-1 usage: Normal storage type: Open
CZ0101,CHOTEBUZ RDBC,Road Border Crossing Point,CZE: Czech Republic,,494548N0183647E,49.76333618,N,18.61305618,E,,,,No,No,Yes,No,No,No,Yes,No,No,,,,,NATO UNCLASSIFIED,PFP,,CENTRALLY MANAGED,44946.34591,,JH-1 usage: Normal storage type: Open
CZ0102,NACHOD RDBC,Road Border Crossing Point,CZE: Czech Republic,,502547N0161151E,50.42972183,N,16.19750023,E,,,,No,No,Yes,No,No,No,Yes,No,No,,,,,NATO UNCLASSIFIED,PFP,,CENTRALLY MANAGED,44946.34591,,"JINCE 1 usage: Parking type: Open
JINCE 2 usage: Parking type: Open"
CZ0103,HARRACHOV RDBC,Road Border Crossing Point,CZE: Czech Republic,,504822N0152531E,50.8061142,N,15.42527866,E,,,,No,No,Yes,No,No,No,Yes,No,No,,,,,NATO UNCLASSIFIED,PFP,,CENTRALLY MANAGED,44946.34591,,KLATOVY usage: Parking type: Open
CZ0104,CESKE VELENICE RDBC,Road Border Crossing Point,CZE: Czech Republic,,484631N0145851E,48.77528,N,14.98083496,E,,,,No,No,Yes,No,No,No,Yes,No,No,,,,,NATO UNCLASSIFIED,PFP,,CENTRALLY MANAGED,44946.34591,,"L1 usage: Parking type: Open
L2 usage: Parking type: Open
L3 usage: Explosives storage type: Covered"
CZ0105,MIKULOV RDBC,Road Border Crossing Point,CZE: Czech Republic,,484709N0163819E,48.78583527,N,16.63861275,E,,,,No,No,Yes,No,No,No,Yes,No,No,,,,,NATO UNCLASSIFIED,PFP,,CENTRALLY MANAGED,44946.34591,,"Hall usage: Normal storage type: Shed
Parking usage: Normal storage type: Open
Shelter usage: Normal storage type: Covered"
CZ0106,CHEB RLBC,Rail Border Crossing Point,CZE: Czech Republic,,500522N0121522E,50.08944321,N,12.2561121,E,,,,No,No,Yes,No,Yes,No,Yes,No,No,,,,,NATO UNCLASSIFIED,PFP,,CENTRALLY MANAGED,44946.34591,,P1 usage: Parking type: Open
CZ0107,LICHKOV RLBC,Rail Border Crossing Point,CZE: Czech Republic,,500555N0164128E,50.09860992,N,16.69111252,E,,,,No,No,Yes,No,Yes,No,Yes,No,No,,,,,NATO UNCLASSIFIED,PFP,,CENTRALLY MANAGED,44946.34591,,Parking zone usage: Parking type: Open
CZ0108,BOHUMIN RDBC,Road Border Crossing Point,CZE: Czech Republic,,495500N0181923E,49.91666794,N,18.32305527,E,,,,No,No,Yes,No,No,No,Yes,No,No,,,,,NATO UNCLASSIFIED,PFP,,CENTRALLY MANAGED,44946.34591,,TP1 usage: Parking type: Open
CZ0109,BOHUMIN-CHALUPKI RLBC,Rail Border Crossing Point,CZE: Czech Republic,,495459N0181921E,49.91638947,N,18.32250023,E,,,,No,No,Yes,No,Yes,No,Yes,No,No,,,,,NATO UNCLASSIFIED,PFP,,CENTRALLY MANAGED,44946.34591,,
CZ0110,CESKA KUBICE RLBC,Rail Border Crossing Point,CZE: Czech Republic,,491959N0125246E,49.3330574,N,12.87944603,E,,,,No,No,Yes,No,Yes,No,Yes,No,No,,,,,NATO UNCLASSIFIED,PFP,,CENTRALLY MANAGED,44946.34591,,T-1 usage: Normal storage type: Open
CZ0111,CESKE VELENICE RLBC,Rail Border Crossing Point,CZE: Czech Republic,,484552N0145805E,48.76444626,N,14.96805763,E,,,,No,No,Yes,No,Yes,No,Yes,No,No,,,,,NATO UNCLASSIFIED,PFP,,CENTRALLY MANAGED,44946.34591,,Z-1 usage: Normal storage type: Covered
CZ0112,CESKY TESIN RDBC,Road Border Crossing Point,CZE: Czech Republic,,494458N0183736E,49.74944687,N,18.62666702,E,,,,No,No,Yes,No,No,No,Yes,No,No,,,,,NATO UNCLASSIFIED,PFP,,CENTRALLY MANAGED,44946.34591,,HELIPAD usage: Parking type: Open
CZ0113,CESKY TESIN RLBC,Rail Border Crossing Point,CZE: Czech Republic,,494513N0183712E,49.75361252,N,18.62000084,E,,,,No,No,Yes,No,Yes,No,Yes,No,No,,,,,NATO UNCLASSIFIED,PFP,,CENTRALLY MANAGED,44946.34591,,"A311 B usage: Normal storage type: Covered
A311 P usage: Parking type: Open
JK usage: Parking type: Open"
CZ0114,CINOVEC RDBC,Road Border Crossing Point,CZE: Czech Republic,,504407N0134527E,50.73527908,N,13.7575016,E,,,,No,No,Yes,No,No,No,Yes,No,No,,,,,NATO UNCLASSIFIED,PFP,,CENTRALLY MANAGED,44946.34591,,
CZ0115,DECIN-DOLNI ZLEB RLBC,Rail Border Crossing Point,CZE: Czech Republic,,505157N0141334E,50.86583328,N,14.22611141,E,,,,No,No,Yes,No,Yes,No,Yes,No,No,,,,,NATO UNCLASSIFIED,PFP,,CENTRALLY MANAGED,44946.34591,,
CZ0116,DOLNI DVORISTE RDBC,Road Border Crossing Point,CZE: Czech Republic,,483841N0142715E,48.64472198,N,14.45416737,E,,,,No,No,Yes,No,No,No,Yes,No,No,,,,,NATO UNCLASSIFIED,PFP,,CENTRALLY MANAGED,44946.34591,,
CZ0117,HABARTICE RDBC,Road Border Crossing Point,CZE: Czech Republic,,510117N0150349E,51.02138901,N,15.06361103,E,,,,No,No,Yes,No,No,No,Yes,No,No,,,,,NATO UNCLASSIFIED,PFP,,CENTRALLY MANAGED,44946.34591,,
CZ0118,HALAMKY RDBC,Road Border Crossing Point,CZE: Czech Republic,,484920N0145804E,48.82222366,N,14.96778011,E,,,,No,No,Yes,No,No,No,Yes,No,No,,,,,NATO UNCLASSIFIED,PFP,,CENTRALLY MANAGED,44946.34591,,
CZ0119,HORNI DVORISTE RLBC,Rail Border Crossing Point,CZE: Czech Republic,,483558N0142603E,48.59944534,N,14.43416786,E,,,,No,No,Yes,No,Yes,No,Yes,No,No,,,,,NATO UNCLASSIFIED,PFP,,CENTRALLY MANAGED,44946.34591,,
CZ0120,HORNI LIDEC RLBC,Rail Border Crossing Point,CZE: Czech Republic,,491048N0180751E,49.18000031,N,18.13083267,E,,,,No,No,Yes,No,Yes,No,Yes,No,No,,,,,NATO UNCLASSIFIED,PFP,,CENTRALLY MANAGED,44946.34591,,
CZ0121,POSTORNA RDBC,Road Border Crossing Point,CZE: Czech Republic,,484259N0165003E,48.7163887,N,16.83416748,E,,,,No,No,Yes,No,No,No,Yes,No,No,,,,,NATO UNCLASSIFIED,PFP,,CENTRALLY MANAGED,44946.34591,,"KASARNA DZ usage: Normal storage type: Warehouse
MALE DC usage: Parking type: Open
VOZATAJSKA KASARNA usage: Normal storage type: Warehouse
ZBROJNI SKLAD usage: Normal storage type: Warehouse"
CZ0122,STARY HROZENKOV RDBC,Road Border Crossing Point,CZE: Czech Republic,,485707N0175347E,48.95194626,N,17.89639091,E,,,,No,No,Yes,No,No,No,Yes,No,No,,,,,NATO UNCLASSIFIED,PFP,,CENTRALLY MANAGED,44946.34591,,"JIDELNI BLOK usage: Parking type: Open
KASARNA usage: Normal storage type: Warehouse"
CZ0123,STRAZNY RDBC,Road Border Crossing Point,CZE: Czech Republic,,485252N0134216E,48.88111115,N,13.70444584,E,,,,No,No,Yes,No,No,No,Yes,No,No,,,,,NATO UNCLASSIFIED,PFP,,CENTRALLY MANAGED,44946.34591,,STEPANOV usage: Normal storage type: Warehouse
CZ0124,ZELEZNA RUDA RDBC,Road Border Crossing Point,CZE: Czech Republic,,490722N0131216E,49.12277985,N,13.20444489,E,,,,No,No,Yes,No,No,No,Yes,No,No,,,,,NATO UNCLASSIFIED,PFP,,CENTRALLY MANAGED,44946.34591,,
CZ0125,MOSTY U JABLUNKOVA RLBC,Rail Border Crossing Point,CZE: Czech Republic,,492943N0184558E,49.4952774,N,18.76611328,E,,,,No,No,Yes,No,Yes,No,Yes,No,No,,,,,NATO UNCLASSIFIED,PFP,,CENTRALLY MANAGED,44946.34593,,
CZ0126,KRASNY LES RDBC,Road Border Crossing Point,CZE: Czech Republic,,504659N0135354E,50.78305817,N,13.89833546,E,,,,No,No,Yes,No,No,No,Yes,No,No,,,,,NATO UNCLASSIFIED,PFP,,CENTRALLY MANAGED,44946.34593,,
CZ0127,PETROVICE RDBC,Road Border Crossing Point,CZE: Czech Republic,,504853N0135854E,50.81472397,N,13.98166847,E,,,,No,No,Yes,No,No,No,Yes,No,No,,,,,NATO UNCLASSIFIED,PFP,,CENTRALLY MANAGED,44946.34593,,
CZ0128,BRECLAV (D2) RDBC,Road Border Crossing Point,CZE: Czech Republic,,484110N0165913E,48.68611145,N,16.98694611,E,,,,No,No,Yes,No,No,No,Yes,No,No,,,,,NATO UNCLASSIFIED,PFP,,CENTRALLY MANAGED,44946.34593,,
CZ0129,MOSTY U JABLUNKOVA RDBC,Road Border Crossing Point,CZE: Czech Republic,,492942N0184557E,49.49500275,N,18.76583481,E,,,,No,No,Yes,No,No,No,Yes,No,No,,,,,NATO UNCLASSIFIED,PFP,,CENTRALLY MANAGED,44946.34593,,
CZ0130,RUMBURK,Road Border Crossing Point,CZE: Czech Republic,,505735N0143534E,50.95972443,N,14.59277916,E,,,,No,No,Yes,No,No,No,Yes,No,No,,,,,NATO UNCLASSIFIED,PFP,,CENTRALLY MANAGED,44946.34593,,74.lmopr usage: Normal storage type: Covered
CZ0131,SVATY KRIZ,Road Border Crossing Point,CZE: Czech Republic,,500223N0122017E,50.03972244,N,12.33805656,E,,,,No,No,Yes,No,No,No,Yes,No,No,,,,,NATO UNCLASSIFIED,PFP,,CENTRALLY MANAGED,44946.34593,,7.mb usage: Normal storage type: Covered
CZ0132,VOJTANOV,Road Border Crossing Point,CZE: Czech Republic,,501022N0121855E,50.17277908,N,12.31527805,E,,,,No,No,Yes,No,No,No,Yes,No,No,,,,,NATO UNCLASSIFIED,PFP,,CENTRALLY MANAGED,44946.34593,,CH-2 usage: Explosives storage type: Warehouse
CZ0133,BARTULTOVICE,Road Border Crossing Point,CZE: Czech Republic,,501643N0173520E,50.27861023,N,17.58889008,E,,,,No,No,Yes,No,No,No,Yes,No,No,,,,,NATO UNCLASSIFIED,PFP,,CENTRALLY MANAGED,44946.34593,,JH-2 usage: Explosives storage type: Warehouse
CZ0134,BOHUM?N,Road Border Crossing Point,CZE: Czech Republic,,495500N0181923E,49.91666794,N,18.32305527,E,,,,No,No,Yes,No,No,No,Yes,No,No,,,,,NATO UNCLASSIFIED,PFP,,CENTRALLY MANAGED,44946.34593,,Garrison of Praslavice usage: Normal storage type: Open
CZ0135,BILA BUMBALKA,Road Border Crossing Point,CZE: Czech Republic,,492357N0182435E,49.39916611,N,18.40972328,E,,,,No,No,Yes,No,No,No,Yes,No,No,,,,,NATO UNCLASSIFIED,PFP,,CENTRALLY MANAGED,44946.34593,,T-2 usage: Explosives storage type: Warehouse
CZ0136,STRELNA,Road Border Crossing Point,CZE: Czech Republic,,491057N0180752E,49.18249893,N,18.13111115,E,,,,No,No,Yes,No,No,No,Yes,No,No,,,,,NATO UNCLASSIFIED,PFP,,CENTRALLY MANAGED,44946.34593,,Z-2 usage: Explosives storage type: Warehouse
CZ0137,HATE,Road Border Crossing Point,CZE: Czech Republic,,484518N0160353E,48.75500107,N,16.06472206,E,,,,No,No,Yes,No,No,No,Yes,No,No,,,,,NATO UNCLASSIFIED,PFP,,CENTRALLY MANAGED,44946.34593,,Odstavna plocha usage: Normal storage type: Open
CZ0138,NOVA BYSTRICE,Road Border Crossing Point,CZE: Czech Republic,,485957N0150655E,48.9991684,N,15.11527824,E,,,,No,No,Yes,No,No,No,Yes,No,No,,,,,NATO UNCLASSIFIED,PFP,,CENTRALLY MANAGED,44946.34593,,CZM usage: Explosives storage type: Warehouse
CZ0139,STUDANKY,Road Border Crossing Point,CZE: Czech Republic,,483348N0141859E,48.56333542,N,14.31638908,E,,,,No,No,Yes,No,No,No,Yes,No,No,,,,,NATO UNCLASSIFIED,PFP,,CENTRALLY MANAGED,44946.34593,,CZM 1 usage: Explosives storage type: Open
CZ0140,LANZHOT RLBC,Rail Border Crossing Point,CZE: Czech Republic,,484240N0170000E,48.71111298,N,17,E,,,,No,No,Yes,No,Yes,No,Yes,No,No,,,,,NATO UNCLASSIFIED,PFP,,CENTRALLY MANAGED,44946.34593,,CZM usage: Explosives storage type: Warehouse
CZ0141,PETROVICE U KARVINE RLBC,Rail Border Crossing Point,CZE: Czech Republic,,495307N0183421E,49.88528061,N,18.57250023,E,,,,No,No,Yes,No,Yes,No,Yes,No,No,,,,,NATO UNCLASSIFIED,PFP,,CENTRALLY MANAGED,44946.34593,,CZM 2 usage: Explosives storage type: Open
CZ0142,MEZIMESTI RLBC,Rail Border Crossing Point,CZE: Czech Republic,,503818N0161322E,50.63833618,N,16.22277832,E,,,,No,No,Yes,No,Yes,No,Yes,No,No,,,,,NATO UNCLASSIFIED,PFP,,CENTRALLY MANAGED,44946.34593,,CZM usage: Explosives storage type: Warehouse
EN0014,MURATI RD BXP,Road Border Crossing Point,EST: Estonia,N/A,573516N0270352E,57.58778,N,27.0644455,E,35V 503852 6382819,35V ND 03853 82820,,No,No,No,No,No,No,Yes,No,No,,,SFGPI----------,,,,,toomas.parnpuu@ee,44498.50707,,
EN0023,VALGA RL BXP,Rail Border Crossing Point,EST: Estonia,N/A,574557N0260108E,57.76583481,N,26.01888847,E,35V 441634 6403063,35V ME 41634 03063,,No,No,No,No,No,No,Yes,No,No,,,SFGPIT----HB---,,,,,toomas.parnpuu@ee,44498.40883,,
EN0024,IKLA RD BXP,Road Border Crossing Point,EST: Estonia,N/A,575236N0242304E,57.87666702,N,24.38444519,E,35V 344881 6417984,35V LE 44881 17984,,No,No,Yes,No,No,No,Yes,No,No,,,SFGPI----------,,,,,toomas.parnpuu@ee,44498.40824,,
EN0025,VALGA RD BXP,Rail Border Crossing Point,EST: Estonia,N/A,574728N0260159E,57.79111099,N,26.03305626,E,35V 442512 6405864,35V ME 42512 05864,,No,No,Yes,No,Yes,No,Yes,No,No,,,SFGPIT----HB---,,,,,toomas.parnpuu@ee,44498.40855,,
EN0026,KOIDULA RL BXP,Rail Border Crossing Point,EST: Estonia,N/A,575013N0273641E,57.83694458,N,27.61139107,E,35V 536302 6410720,35V NE 36303 10721,,No,No,Yes,No,Yes,No,Yes,No,No,,,SFGPIT----HB---,,,,,toomas.parnpuu@ee,44498.36639,,
EN0027,NARVA RL BXP,Rail Border Crossing Point,EST: Estonia,N/A,592234N0281148E,59.37611008,N,28.19666672,E,35V 567997 6582544,35V NF 67998 82545,,No,No,Yes,No,Yes,No,Yes,No,No,,,SFGPIT----HB---,,,,,toomas.parnpuu@ee,44498.36704,,
FI0040,Tornio,Rail Border Crossing Point,FIN: Finland,,655028N0240844E,65.84111023,N,24.1455555,E,,,,No,No,No,No,Yes,No,No,No,No,,,,,NATO UNCLASSIFIED,EXER,road and rail from SWE.,CENTRALLY MANAGED,44229.65478,Rail:  Assets at / Day,
FI0041,Ylitornio,Road Border Crossing Point,FIN: Finland,,662242N0234131E,66.37833405,N,23.69194603,E,,,,No,No,No,No,No,No,No,No,No,,,,,NATO UNCLASSIFIED,EXER,road from SWE. customs by request.,CENTRALLY MANAGED,44229.65478,Rail:  Assets at / Day,
FI0042,Pello,Road Border Crossing Point,FIN: Finland,,664803N0235917E,66.80083466,N,23.98805809,E,,,,No,No,No,No,No,No,No,No,No,,,,,NATO UNCLASSIFIED,EXER,road from SWE. customs by request.,CENTRALLY MANAGED,44229.65478,Rail:  Assets at / Day,
FI0043,Kolari,Road Border Crossing Point,FIN: Finland,,671840N0234507E,67.31111145,N,23.7519455,E,,,,No,No,No,No,No,No,No,No,No,,,,,NATO UNCLASSIFIED,EXER,road from SWE,CENTRALLY MANAGED,44229.65478,Rail:  Assets at / Day,
FI0044,Muonio,Road Border Crossing Point,FIN: Finland,,675621N0233958E,67.93917084,N,23.6661129,E,,,,No,No,No,No,No,No,No,No,No,,,,,NATO UNCLASSIFIED,EXER,road from SWE,CENTRALLY MANAGED,44229.65478,Rail:  Assets at / Day,
FI0045,Kaaresuvanto,Road Border Crossing Point,FIN: Finland,,682642N0222837E,68.44499969,N,22.47694588,E,,,,No,No,No,No,No,No,No,No,No,,,,,NATO UNCLASSIFIED,EXER,road from SWE,CENTRALLY MANAGED,44229.65478,Rail:  Assets at / Day,
FI0046,KilpisjÑrvi,Road Border Crossing Point,FIN: Finland,,690642N0204459E,69.11166382,N,20.74972343,E,,,,No,No,No,No,No,No,No,No,No,,,,,NATO UNCLASSIFIED,EXER,road from NOR,CENTRALLY MANAGED,44229.65478,Rail:  Assets at / Day,
